SNo,Channel Name,Channel Description,Channel URL,Channel Subscribers,Channel Videos,Channel Views,Channel Creation Date,Thumbnail Path,Email,Social Links
131,PodCast Galactico,"ılı.lıllılı.ıllı. 👇🏼 INSCREVA-SE E JÁ DEIXA O LIKE  ılı.lıllılı.ıllı.
http://bit.ly/PodCastGalactico

Salve Salve Família!
Bem-vindo(a) ao PodCast Galactico, o seu canal de entretenimento!

O PodCast Galactico é um canal de Entretenimento que apresenta os melhores, mais divertidos e engraçados momentos dos melhores PodCasts pelo Mundo.

Para nós, ENTRETENIMENTO nunca é demais, então VAMOS APROVEITAR!

INSCREVA-SE, E ATIVE O SININHO PARA RECEBER AS NOTIFICAÇÕES DOS PRÓXIMOS VÍDEOS!
",https://www.youtube.com/channel/UCmtgoh9N7cyzpCT_xtirUyg,8420,6,7318,,PodCast Galactico.jpg,"","http://bit.ly/PodCastGalactico"
132,Everynightnights Podcast Clips,"Official YouTube Channel for Everynightnights/Snow Tha Product Clips and Reactions",https://www.youtube.com/channel/UCTIXL8P1Tago5Q-Tz5MBFMw,97200,30,7366080,,Everynightnights Podcast Clips.jpg,"",""
133,HITS  Podcast,"ASSUMA O CONTROLE! 

DO SEU PODCAST DE E-SPORTS


Produtora: @MALS.MP4

",https://www.youtube.com/channel/UCXUHLuvVD44TwENN_iLU82g,95700,274,10603319,,HITS  Podcast.jpg,"",""
134,Kritikê Podcast,"O que as empresas não mostram, a gente mostra!

Kritikê é um termo grego, que significa a arte de criticar. Esse nome foi escolhido para representar o espaço que temos para falar do dia-a-dia no trabalho de funcionários e líderes no mundo corporativo. 

Aqui, no Kritikê Podcast a crítica é livre! Sinta-se à vontade para dividir suas histórias, elogiar ou criticar comportamentos, empresas, chefes ou funcionários. 

O Kritikê é muito mais do que um podcast. É cultura empresarial! 

CAIXA POSTAL
80154 | CEP: 03350-970 | São Paulo - SP
(especificar que é para o Kritike)

Contato Comercial:
comercial@goldenpill.com.br

Mario Speziano
Instagram: @mariospez
Twitter: @speziano

Diego Baltazar
Instagram: @diegopgbaltazar
Twitter: @diegopgbaltazar

Andre Gaigher
Instagram: @gaigher14
Twitter: @gaigher14

Vinheta: Mario Speziano & Paulo Serafim (composição e produção)
",https://www.youtube.com/channel/UC1m1ZZfQYChRZ3aPI6SqZng,32900,157,1727225,,Kritikê Podcast.jpg,"comercial@goldenpill.com.br",""
135,Minhoca Radio Show Podcast,"Chega mais que toda segunda 21h estamos ao vivo!
(OS EPISÓDIOS ANTIGOS ESTÃO DISPONÍVEIS PARA TODOS OS TIPOS DE MEMBROS!)

O programa de podcast mais insano que você já viu.
Toda segunda 21h ao vivo, entrevistando bem e mal diversos convidados.
Quadros diferentes, notícias exclusivas, e principalmente: humor.

Na nossa live você verá coisas estranhas como:
Show do Minuto
Rap informação 
Música de segunda
Ouvido absurdo
Esporte de semáforo 
Game Pru
Você é mais inteligente que um professor de educação física?
Borra ou não borra
Desafios alimentares da Renata

Todos os dias o nosso podcast conta com comediantes com o nosso elenco:
Patrick Maia, Nando Viana, Diego Becker, Renata Said, Bruno Romano e Daniel Sartório

Quem já passou por aqui?
Rodrigo Marques, Afonso Padilha, Igor 3k, Ed Gama, Maurício Meirelles, Bento Ribeiro, Yuri Morais, Yasmin Yassine.

Não perde que esse programa é incrível!

Siga a gente Instagram:
@minhocaradioshow


",https://www.youtube.com/channel/UCPJmj0VXTLLicmZan6oULbA,18000,74,563990,,Minhoca Radio Show Podcast.jpg,"",""
136,時事英文 Podcast by ssyingwen,"幫助你聽懂國際新聞的 podcast 💪
每週三更新～
合作邀約： ssyingwen@gmail.com 
",https://www.youtube.com/channel/UC0Lo4z4_78HSchxSxQ0iqlw,2670,97,37064,,時事英文 Podcast by ssyingwen.jpg,"ssyingwen@gmail.com",""
137,Tranks Podcast,"Tranks Podcast são partes de assuntos interessantes que rolaram ao vivo no Flow Podcast, Podpah, Inteligência Ltda, Venus Podcast e outros Podcasts do Brasil🎙

Inscreva-se no canal para mais conteúdo!",https://www.youtube.com/channel/UCA4LrD1b7VXSx2p05Hhsdyg,2740,107,548763,,Tranks Podcast.jpg,"",""
138,AUTENTIC • podcast,"Un podcast de Biblie și Spiritualitate, dedicat celor interesați de religia practică și de transformări AUTENTICE.

Găsești aici, gratuit, povești de viață autentică, în care miracolul își face simțită prezența la fiecare pas, dezbateri în care Biblia își arată valoarea în contemporaneitate și scurte tutoriale despre cum să îl recunoști pe Adevăratul Dumnezeu.

Publicăm săptămânal, așa că nu uita să te abonezi pe canalul nostru și să-ți activezi clopoțelul pentru a fi înștiințat când postăm un clip nou, cât se poate de AUTENTIC.
",https://www.youtube.com/channel/UCHhow97R9u-pjIn-tTjwjeQ,9910,183,2148286,,AUTENTIC • podcast.jpg,"",""
139,Genius Bar Podcast,"Though this show is hosted by Jon Prosser (Front Page Tech) and Sam Kohl (iupdate), this is DEFINITELY not an Apple podcast. Nope. Huh uh. New episodes every Monday!

Clips channel: https://www.youtube.com/channel/UCt53CkmnlJDSPE3gJNFTHjQ
",https://www.youtube.com/channel/UCWWFDm96ZEnlIStstBgHF_A,13700,94,874438,,Genius Bar Podcast.jpg,"","https://www.youtube.com/channel/UCt53CkmnlJDSPE3gJNFTHjQ"
140,Lobotomija podcast,"„Neki ljudi su sazdani tako da moraju težim putem jer na lakšem su jeftina zadovoljstva koja ih usrećuju, besomučno ih troše i iscrpljuju.“ 

Od kreatora Mentalnog razgibavanja.
Lobotomija podcast je projekat Darka Mitrovića. 

 


 







",https://www.youtube.com/channel/UCRKSUu9DxakPrYZ4jBE9n3g,26200,45,1220628,,Lobotomija podcast.jpg,"",""
141,Cortes Humor Podcast,"Canal com os cortes das melhores piadocas, histórias engraçadas, momentos divertidos, compilados e montagens aleatórias dos maiores podcasts brasileiros.

Aqui você vai se entreter com todo tipo de humor, desde as piadinhas infames e idiotas de tiozão, passando pela comédia de duplo sentido da quinta série até chegar no humor negro com piadas altamente pesadas que não devem ser reproduzidas publicamente. Além dos cortes, teremos compilados, edições e montagens completamente malucas (e talvez sem sentido) que visam somente a ironia, sarcasmo e zoeira, não tendo a menor intenção de menosprezar, humilhar ou ofender qualquer um dos convidados e apresentadores dos Podcasts. Todas as montagens tiradas de contexto possuem aviso em sua descrição.

Lembrando que o canal  Cortes Humor Podcast  e o canal secundário  Cortes Super Chat Podcast , assim como todas as redes sociais @cortedehumor, NÃO são oficiais de nenhum Podcast, mas respeita sempre todas as regras impostas pelos canais oficiais.
",https://www.youtube.com/channel/UCsVVJHOMoawrKUPKB5E05hA,4130,1316,1008969,,Cortes Humor Podcast.jpg,"",""
142,asmRT Podcast,"Hi I'm an Irish Guy named RTGame / Daniel. This is my podcast, where we talk games life and Irish shite

Every episode of asmRT is recorded live on my Twitch Channel each weekend. 
For stream notifications, follow my Twitch channel, Twitter and Discord Server.
Icon and art assets made by Akialyne. She's a smelly nerd: https://twitter.com/akialyne
",https://www.youtube.com/channel/UCv_XCp08F5_kA9tCNyOt6mA,52200,5,367280,,asmRT Podcast.jpg,"","https://twitter.com/akialyne"
143,Tri-Angle Podcast,"",https://www.youtube.com/channel/UCJV66Udh-tskyXmYwGoSavQ,16800,65,951177,,Tri-Angle Podcast.jpg,"",""
144,Dob meg Basszus Podcast,"Late morning show egy dalról.
Vendégünk a zenekar, műsorvezető Csorba Lóci és Lévai Balázs.

A podcast története:
2020-ban Lóci megkérdezte Balázst, hogy nem lehetne-e folytatni a Dob + Basszust, ami a királyi televízión ment több mint tíz évvel ezelőtt, de egyfajta amerikai típusú rádiós műsorként. Balázs azt mondta, csak akkor, ha megmarad a nyomozás: ki lehet-e bontani egy dalból az együttes teljes történetét? Lóci pedig azt mondta, oké, de ahhoz ragaszkodom, hogy legyenek benne játékok! Egymás kezébe csaptak, vettek két mikrofont, és felhívták a kedvenc együtteseiket.
",https://www.youtube.com/channel/UCoxXaDgVBvyPUGm8Z4YhdDg,2330,46,230181,,Dob meg Basszus Podcast.jpg,"",""
145,Plugado Podcast,"Nossa ideia é abordar assuntos diversos e extrair de nossos convidados histórias boas que precisam ser contadas de uma forma descontraída, não como uma entrevista e sim como um bate papo. Apresentado por Carlos Mafia, diretor de filmes publicitários com muitos anos de trás das câmeras, mas que diante delas é jovem aprendiz, assim como Rafael Guiso, um jovem talentoso que busca trazer reflexões a respeito dos assuntos abordados e trazer suas compreensões de acordo com sua idade..
Adoramos histórias motivacionais, cases de sucesso, desenvolvimento pessoal e as diversas áreas das artes. Inspirar e levar ao nosso público além do entretenimento conteúdo de relevância que colabore com o desenvolvimento da audiência.
",https://www.youtube.com/channel/UCKWg1b3e2kBx6BzOcgQD1Cg,10400,49,494419,,Plugado Podcast.jpg,"",""
146,nft now podcast,"nft now is the first dedicated NFT media company, featuring freshly minted news, curation and analysis on how trailblazing artists, collectors and technologists are redefining the creative economy. Join us each Wednesday as we release episodes of the nft now podcast.

To sign up for our newsletter where we simplify the market into actionable insights every week go here: www.nftnow.co

",https://www.youtube.com/channel/UCdwDbxL7N7mc5HW1Q-f0f3w,4110,65,110327,,nft now podcast.jpg,"",""
147,Friderikusz Podcast,"Interjúk, portrék, riportok minden olyan témáról, amelyek Friderikusz Sándort érdeklik, hetente egyszer, csütörtök este 8 órakor a Facebook-on és a Youtube-csatornánkon.
Az utóbbi időben egyre gyakrabban az jutott az eszembe, mi lenne, ha végre azzal foglalkoznék, ami tényleg érdekel. Például ha rendszeresen olyan témákról és olyan emberekkel beszélgetnék, amelyek és akik engem biztosan foglalkoztatnak. Az elmúlt másfél-két évben összegyűjtöttem hatszáznál is több témát és személyiséget, tulajdonképpen ezeknek a kibeszéléséből, bemutatásából áll majd a csütörtök esténként 8 órakor a facebook-on és a youtube-on látható, de bármikor visszanézhető sorozatom, amit podcast-formában meghallgatni is lehet.

Kövessenek itt is:
Facebook: https://www.facebook.com/FriderikuszPodcast
Instagram: https://www.instagram.com/friderikuszpodcast
Anchor: https://anchor.fm/friderikuszpodcast 
Spotify: https://spoti.fi/3blRo2g
Google Podcasts: https://bit.ly/3fc7A7t
Apple Podcasts: https://apple.co/3hm2vfi
",https://www.youtube.com/channel/UCQAeX1_gw45xb3Cg-OwEFcw,223000,232,27238648,,Friderikusz Podcast.jpg,"","https://www.facebook.com/FriderikuszPodcast
https://www.instagram.com/friderikuszpodcast
https://anchor.fm/friderikuszpodcast
https://spoti.fi/3blRo2g
https://bit.ly/3fc7A7t
https://apple.co/3hm2vfi"
148,Rajoilla Podcast Duudsonit,"RAJOILLA PODCAST KLIPIT",https://www.youtube.com/channel/UCOo5UrRjt9aE7qjGfAKp3ew,3590,7,81921,,Rajoilla Podcast Duudsonit.jpg,"",""
149,Nacional Podcast,"Nacional Podcast:
 ''O Podcast que vai transformar sua maneira de pensar!''
",https://www.youtube.com/channel/UCFeYCnbiA4yCL24KI_GPZ1g,1090,57,37721,,Nacional Podcast.jpg,"",""
150,Lança a Braba Podcast,"Podcast apresentado por Andreza Delgado.
Episódio novo toda terça 🔥
",https://www.youtube.com/channel/UCDq1MKK79VROiSk8mCOULDA,14700,159,1127229,,Lança a Braba Podcast.jpg,"",""
